ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก    ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง  (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงทางหลวง,จังหวัด
1,102,แยก คปอ. - สนามกีฬาธูปะเตมีย์,25+556,"22,176","8,681",11,458,"1,123","12,156",379,73,62,26,"45,145",4.698,142,10755,ขท.กรุงเทพ,กรุงเทพมหานคร
1,201,สนามกีฬาธูปะเตมีย์ - ต่างระดับคลองหลวง,35+550,"108,048","24,599","1,498","2,934","8,320","41,874","6,129","2,849",909,862,"198,022",11.111,235,12095,ขท.ปทุมธานี,ปทุมธานี
1,202,ต่างระดับคลองหลวง - ประตูน้ำพระอินทร์,48+100,"85,746","38,515","3,302","5,779","10,714","51,939","20,276","3,301","2,110","1,227","222,909",19.473,69,13854,ขท.ปทุมธานี,พระนครศรีอยุธยา
1,302,ต่างระดับบางปะอิน - หนองแค,60+800,"31,322","26,783","7,831","2,846","3,528","8,246","7,409","8,442","7,291","7,198","110,896",33.107,0,1516,ขท.อยุธยา,พระนครศรีอยุธยา
1,302,ต่างระดับบางปะอิน - หนองแค,67+300,"35,261","21,318","8,753","2,341","3,479","17,126","16,146","10,703","10,827","9,738","135,692",39.231,0,1545,ขท.อยุธยา,พระนครศรีอยุธยา
1,401,หนองแค - หินกอง,92+000,"25,270","21,504",376,914,"3,146","31,421","4,627","6,756","7,949","7,314","109,277",28.099,46,2611,ขท.สระบุรี,สระบุรี
1,403,ปากข้าวสาร - แยกสวนพฤกษศาสตร์พุแค,121+000,"13,613","15,372","2,724","2,127","2,152","6,529","3,803","3,352","6,666","7,231","63,569",39.848,342,2889,ขท.สระบุรี,สระบุรี
1,404,แยกสวนพฤกษศาสตร์พุแค - แยกโรงเรียนสุธีวิทยา,136+208,"8,592","6,658","2,276","3,184","2,244","6,376","4,695","3,406","4,072","3,640","45,143",47.053,280,5275,ขท.สระบุรี,สระบุรี
1,501,แยกโรงเรียนสุธีวิทยา - ดงจำปา,142+200,"6,382","7,716","2,133",627,552,"2,193","1,592","1,409","2,108","1,444","26,156",29.561,139,1888,ขท.ลพบุรีที่ 1,สระบุรี
1,503,แยก ร.พ.อานันทมหิดล - โคกสำโรง,167+355,"6,610","3,158",233,17,86,"4,573",231,104,225,84,"15,321",4.876,25,2596,ขท.ลพบุรีที่ 1,ลพบุรี
1,504,โคกสำโรง - หนองม่วง,192+000,"4,952","1,790",68,42,122,"2,187",321,255,370,241,"10,348",13.056,3,1899,ขท.ลพบุรีที่ 1,ลพบุรี
1,601,ลำพยนต์ - เกษตรชัย,222+176,656,235,5,3,18,"2,283",182,155,489,164,"4,190",24.129,8,634,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
1,602,เกษตรชัย - ตาคลี,235+000,"1,024",209,0,0,7,"2,216",169,143,137,100,"4,005",13.883,4,776,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
1,603,ตาคลี - ดอนรังนก,254+000,"2,206","1,220",51,0,18,"2,332",210,186,289,118,"6,630",12.383,14,2094,ขท.นครสวรรค์ที่ 2 (ตากฟ้า),นครสวรรค์
1,700,ดอนรังนก - หางน้ำหนองแขม,267+758,"2,687","2,231",4,1,7,"1,714",392,332,634,146,"8,148",18.557,13,674,ขท.ชัยนาท,ชัยนาท
1,700,ดอนรังนก - หางน้ำหนองแขม,289+504,"7,601","1,875",0,5,31,"3,558",633,366,671,282,"15,022",13.234,15,1573,ขท.ชัยนาท,ชัยนาท
1,700,ดอนรังนก - หางน้ำหนองแขม,291+711,"4,488","1,993",18,33,35,"5,011",489,346,515,230,"13,158",12.525,17,976,ขท.ชัยนาท,ชัยนาท
1,801,หางน้ำหนองแขม - บ้านหว้า,306+776,"8,843","9,899",0,56,384,"14,708","1,560","1,928","1,938","1,941","41,257",18.923,0,936,ขท.นครสวรรค์ที่ 1,นครสวรรค์
1,801,หางน้ำหนองแขม - บ้านหว้า,316+676,"6,141","6,015",0,0,349,"9,732","1,741","1,750","1,763","1,762","29,253",25.177,31,924,ขท.นครสวรรค์ที่ 1,นครสวรรค์
1,802,บ้านหว้า - วังไผ่,331+276,"8,767","8,522",9,"1,609","1,757","14,463","1,625","1,807","1,724","1,612","41,895",24.189,14,7427,ขท.นครสวรรค์ที่ 1,นครสวรรค์
1,802,บ้านหว้า - วังไผ่,341+076,"11,836","9,292","1,516","1,423","1,543","13,200","1,494","1,467","1,308","1,432","44,511",19.472,157,9073,ขท.นครสวรรค์ที่ 1,นครสวรรค์
1,803,วังไผ่ -โนนปอแดง,356+936,"7,016","2,359",23,18,31,"1,600","1,149","1,088","1,171","1,307","15,762",30.225,4,1021,ขท.นครสวรรค์ที่ 1,นครสวรรค์
1,803,วังไผ่ -โนนปอแดง,377+276,"4,788","2,548",29,9,39,"4,534",982,997,"1,539","1,569","17,034",30.146,23,573,ขท.นครสวรรค์ที่ 1,นครสวรรค์
1,901,โนนปอแดง - ปากดง,390+276,"7,771","2,126",63,36,47,"8,611","1,102",929,"1,398","1,881","23,964",22.505,45,1059,ขท.กำแพงเพชร,กำแพงเพชร
1,901,โนนปอแดง - ปากดง,417+776,"4,300","1,830",35,61,55,"5,197",864,675,"1,057","1,411","15,485",26.626,50,1008,ขท.กำแพงเพชร,กำแพงเพชร
1,901,โนนปอแดง - ปากดง,423+900,"6,000","2,537",32,6,66,"7,700","1,156",833,"1,111","1,540","20,981",22.458,22,817,ขท.กำแพงเพชร,กำแพงเพชร
1,902,ปากดง - นครชุม,457+876,"7,535","3,099",38,18,56,"3,973","1,297","1,487","1,813","1,897","21,213",30.962,42,2836,ขท.กำแพงเพชร,กำแพงเพชร
1,903,นครชุม - วังเจ้า,485+476,"3,494","2,111",25,11,43,"6,756","1,060",629,821,"1,432","16,382",24.393,5,850,ขท.กำแพงเพชร,กำแพงเพชร
1,1001,วังเจ้า - ตาก,511+796,"2,263","1,784",10,8,38,"4,516",856,651,769,"1,315","12,210",29.787,15,552,ขท.ตากที่ 1,ตาก
1,1003,วังม่วง - แม่เชียงรายบน,543+117,"3,161","3,332",99,0,0,"1,246",423,"1,436","1,636",65,"11,398",31.234,21,648,ขท.ตากที่ 1,ตาก
1,1101,แม่เชียงรายบน - ดอนไชย,589+255,"3,362","3,047",14,7,92,"1,112","1,070",906,"1,168","1,400","12,178",38.126,23,257,ขท.ลำปางที่ 1,ลำปาง
1,1102,ดอนไชย - สบปราบ,617+097,"5,469",828,31,0,0,"1,440",825,520,766,442,"10,321",24.736,0,1188,ขท.ลำปางที่ 1,ลำปาง
1,1103,สบปราบ - เกาะคา,650+917,"3,257",936,314,123,38,"4,012","1,025",681,819,963,"12,168",29.988,5,672,ขท.ลำปางที่ 1,ลำปาง
1,1103,สบปราบ - เกาะคา,688+017,"3,882",779,226,121,50,"3,947","1,323",811,978,"1,035","13,152",32.832,5,908,ขท.ลำปางที่ 1,ลำปาง
1,1104,เกาะคา - สามัคคี,697+942,"19,330","19,186",557,484,636,"9,267","1,706","1,686","1,129","1,052","55,033",12.162,369,10101,ขท.ลำปางที่ 1,ลำปาง
1,1104,เกาะคา - สามัคคี,701+817,"11,024","10,382",347,271,256,"7,048",698,547,439,485,"31,497",8.56,188,7067,ขท.ลำปางที่ 1,ลำปาง
1,1104,เกาะคา - สามัคคี,708+317,"9,096","9,062",885,610,389,"5,179","1,502","1,489","1,177","1,186","30,575",20.778,406,6689,ขท.ลำปางที่ 1,ลำปาง
1,1201,สามัคคี - บ้านหวด,720+367,"4,097","4,254","1,087",912,766,"3,013","1,074",952,912,903,"17,970",30.712,488,3680,ขท.ลำปางที่ 2,ลำปาง
1,1201,สามัคคี - บ้านหวด,769+397,"2,243","1,639",782,494,603,"2,044",749,718,731,724,"10,727",37.466,346,1370,ขท.ลำปางที่ 2,ลำปาง
1,1202,บ้านหวด - แม่กา,784+017,"3,799","1,916",552,513,762,"2,146","1,359","1,173","1,193","1,131","14,544",42.155,302,2894,ขท.ลำปางที่ 2,ลำปาง
1,1202,บ้านหวด - แม่กา,787+129,"3,140","2,788","1,117",685,768,"2,071","1,286","1,257","1,159",924,"15,195",40.007,414,2819,ขท.ลำปางที่ 2,ลำปาง
1,1202,บ้านหวด - แม่กา,790+517,"2,340","1,569",798,667,703,"3,056","1,023","1,034","1,003",971,"13,164",41.029,453,2511,ขท.ลำปางที่ 2,ลำปาง
1,1301,แม่กา - แยกประตูชัย,822+117,"5,721","2,625",71,29,49,"5,394",528,585,654,664,"16,320",15.374,23,2188,ขท.พะเยา,พะเยา
1,1301,แม่กา - แยกประตูชัย,836+967,"9,719","2,476",44,15,26,"9,636",286,154,312,95,"22,763",3.901,75,3007,ขท.พะเยา,พะเยา
1,1302,แยกประตูชัย - พาน,867+967,"2,491",319,5,12,41,"3,863",316,257,250,275,"7,829",14.702,38,1249,ขท.พะเยา,พะเยา
1,1401,พาน - ร่องขุ่น,909+967,"8,693","1,322",76,37,49,"2,962",674,425,343,264,"14,845",12.071,29,1679,ขท.เชียงรายที่ 1,เชียงราย
1,1402,ร่องขุ่น - แยกแม่กรณ์,924+617,"6,362","6,666",198,195,189,"8,392",826,824,815,844,"25,311",14.59,800,6658,ขท.เชียงรายที่ 1,เชียงราย
1,1403,แยกแม่กรณ์ - ห้วยพลู,930+617,"9,275","7,490",52,51,43,"10,828",49,44,40,48,"27,920",0.985,60,6885,ขท.เชียงรายที่ 1,เชียงราย
1,1403,แยกแม่กรณ์ - ห้วยพลู,942+167,"8,508","2,948",89,55,57,"11,838",45,47,35,45,"23,667",1.2,56,5728,ขท.เชียงรายที่ 1,เชียงราย
1,1403,แยกแม่กรณ์ - ห้วยพลู,948+000,"7,648","3,597",203,161,146,"7,608",824,655,542,437,"21,821",12.671,166,5273,ขท.เชียงรายที่ 1,เชียงราย
1,1405,แม่คำ - กลางสะพานแม่น้ำสาย(เขตแดนไทย/พม่า),975+777,"2,975","2,005",29,152,43,"4,178",132,78,43,37,"9,672",5.014,36,2785,ขท.เชียงรายที่ 1,เชียงราย
2,102,ตาลเดี่ยว - ซับบอน,11+000,"22,621","20,766","1,716","3,960","2,215","11,959","10,428","11,008","11,133","11,301","107,107",46.724,204,2519,ขท.สระบุรี,สระบุรี
2,102,ตาลเดี่ยว - ซับบอน,21+250,"15,240","17,414","1,422","1,687","2,516","11,443","12,639","11,831","11,090","10,074","95,356",52.264,239,3489,ขท.สระบุรี,สระบุรี
2,103,ซับบอน - มวกเหล็ก,35+200,"16,414","11,555",489,767,234,"7,358","2,662","2,457","1,954","2,206","46,096",22.301,61,1940,ขท.สระบุรี,สระบุรี
2,201,มวกเหล็ก - บ่อทอง,45+600,"7,460","5,204","2,813","2,988",843,"9,541","5,610","5,197","6,001","5,929","51,586",51.502,0,1493,ขท.นครราชสีมาที่ 2,นครราชสีมา
2,201,มวกเหล็ก - บ่อทอง,58+015,"7,828","6,723","1,110","1,125","1,190","12,313","2,620","2,276","2,312","1,747","39,244",28.718,0,2510,ขท.นครราชสีมาที่ 2,นครราชสีมา
2,202,บ่อทอง - มอจะบก,87+438,"21,194","8,193",237,121,326,"5,456","2,738","3,404","4,377","6,584","52,630",33.346,13,708,ขท.นครราชสีมาที่ 2,นครราชสีมา
2,203,มอจะบก - ไร่โคกสูง,103+438,"8,803","7,683",82,89,329,"1,697","3,774","3,717","1,794","1,488","29,456",37.992,5,1858,ขท.นครราชสีมาที่ 2,นครราชสีมา
2,203,มอจะบก - ไร่โคกสูง,109+962,"8,346","8,395",53,55,528,"1,873","1,939","1,861","1,677","1,273","26,000",28.204,3,1157,ขท.นครราชสีมาที่ 2,นครราชสีมา
2,204,ไร่โคกสูง - โคกกรวด,117+262,"8,781","5,691",609,679,890,"6,769","2,119","1,598","1,696","1,666","30,498",28.356,29,1797,ขท.นครราชสีมาที่ 2,นครราชสีมา
2,205,โคกกรวด - นครราชสีมา,146+072,"30,698","28,921","2,568","1,640","1,610","4,364","1,809","1,411",355,451,"73,827",9.855,257,14331,ขท.นครราชสีมาที่ 2,นครราชสีมา
2,301,นครราชสีมา - ดอนหวาย,148+657,"47,485","19,750","1,361",311,"1,187","31,197",229,76,9,15,"101,620",1.798,15,21975,ขท.นครราชสีมาที่ 1,นครราชสีมา
2,302,ดอนหวาย - บ้านวัด,193+612,"5,183","2,321",37,52,152,"11,146","1,828","1,563","1,297","2,786","26,365",29.122,11,495,ขท.นครราชสีมาที่ 1,นครราชสีมา
2,302,ดอนหวาย - บ้านวัด,197+162,"7,679","4,294",8,31,118,"10,926","1,776","1,303","1,406","2,371","29,912",23.419,8,959,ขท.นครราชสีมาที่ 1,นครราชสีมา
2,302,ดอนหวาย - บ้านวัด,204+357,"6,499","4,898",39,33,129,"8,635","1,590","1,175","2,115","1,346","26,459",24.143,4,558,ขท.นครราชสีมาที่ 1,นครราชสีมา
2,403,บ้านไผ่ - ท่าพระ,310+578,"13,008","5,737",35,16,75,"3,155","1,283",797,866,"1,967","26,939",18.575,6,1888,ขท.ขอนแก่นที่ 3 (บ้านไผ่),ขอนแก่น
2,501,ท่าพระ - ขอนแก่น,334+181,"11,459","12,300","1,396",0,542,"16,934",807,595,483,383,"44,899",6.258,0,5307,ขท.ขอนแก่นที่ 1,ขอนแก่น
2,502,ขอนแก่น - หินลาด,344+331,"26,624","20,308",786,609,489,667,832,523,470,474,"51,782",6.56,319,5191,ขท.ขอนแก่นที่ 1,ขอนแก่น
2,503,หินลาด - โนนสะอาด,365+007,"5,005","4,359",202,164,477,"2,286","1,516","1,680","1,504","1,398","18,591",36.249,42,2068,ขท.ขอนแก่นที่ 1,ขอนแก่น
2,503,หินลาด - โนนสะอาด,374+669,"5,667","5,717",102,78,113,"2,126","1,204","1,246","1,073","1,310","18,636",26.959,38,1429,ขท.ขอนแก่นที่ 1,ขอนแก่น
2,601,โนนสะอาด - อุดรธานี,400+945,"3,271","1,919",67,7,46,"4,013",583,531,404,753,"11,594",20.045,8,1345,ขท.อุดรธานีที่ 1,อุดรธานี
2,601,โนนสะอาด - อุดรธานี,443+084,"13,282",742,419,81,76,"8,816",856,414,397,670,"25,753",9.684,54,3018,ขท.อุดรธานีที่ 1,อุดรธานี
2,602,อุดรธานี - น้ำสวย,458+935,"8,054","4,403",345,232,213,"8,979","1,148",615,538,407,"24,934",12.645,13,4307,ขท.อุดรธานีที่ 1,อุดรธานี
2,602,อุดรธานี - น้ำสวย,471+435,"8,338","4,990",235,130,92,"6,738","1,261",649,510,314,"23,257",12.71,16,3110,ขท.อุดรธานีที่ 1,อุดรธานี
2,700,น้ำสวย - สะพานมิตรภาพที่หนองคาย(เขตแดนไทย/ลาว),487+006,"8,035","4,340","1,470",649,633,"4,218","1,535","1,232","1,292","1,350","24,754",27.03,548,2657,ขท.หนองคาย,หนองคาย
